GeneID	X.BAMS.N2WT_INP_.bam	X.BAMS.OK803.INP__.bam	X.BAMS.N2.J2.1_.bam	X.BAMS.N2.J2.2_.bam	X.BAMS.N2.J2.3_.bam	X.BAMS.OK803.J2.1_.bam	X.BAMS.OK803.J2.2_.bam	X.BAMS.OK803.J2.3_.bam
WBGene00019819	28	7	9	5	8	4	3	6
WBGene00001728	3	1	1	1	3	1	1	1
WBGene00019824	8	4	4	1	5	3	2	1
WBGene00019825	8	3	1	4	5	3	1	1
WBGene00001071	5	2	1	1	3	1	1	1
WBGene00020647	15	1	3	5	5	1	1	1
WBGene00003932	10	1	1	4	2	1	1	1
WBGene00020651	3	2	4	8	2	2	1	1
WBGene00020650	58	6	3	8	6	3	1	3
WBGene00005487	5	1	3	1	2	1	1	1
WBGene00003362	3	1	1	1	2	1	1	2
WBGene00020649	23	7	20	20	22	8	8	6
WBGene00206487	18	3	3	1	2	1	2	1
WBGene00045177	5	2	3	5	2	1	1	1
WBGene00020648	18	4	3	1	5	1	1	1
WBGene00019298	13	4	1	4	6	3	3	3
WBGene00019300	28	2	13	16	6	1	1	1
WBGene00019299	15	1	3	3	2	1	1	1
WBGene00198707	5	1	1	1	2	1	1	1
WBGene00001099	179	7	8	14	5	3	1	2
WBGene00001735	5	1	1	3	2	1	1	1
WBGene00200120	56	4	1	1	2	1	1	1
WBGene00023092	3	1	1	1	2	1	1	1
WBGene00017578	13	3	3	3	6	1	1	2
WBGene00000675	46	18	25	21	26	6	14	13
WBGene00017577	8	2	8	3	3	1	1	1
WBGene00017574	3	1	1	3	2	1	1	1
WBGene00017576	30	9	12	21	12	3	5	2
WBGene00197593	3	1	1	1	2	1	2	1
WBGene00022048	192	60	31	45	56	12	13	12
WBGene00220192	3	1	1	1	2	1	1	1
WBGene00004981	8	2	4	3	6	1	1	1
WBGene00020295	13	2	3	4	3	1	1	1
WBGene00004493	38	20	4	11	17	6	8	7
WBGene00044789	76	10	33	16	22	10	14	4
WBGene00020300	48	16	12	15	23	4	5	3
WBGene00001338	561	17	7	10	14	1	15	15
WBGene00020298	18	3	3	8	9	2	1	1
WBGene00045249	3	1	1	1	3	1	2	1
WBGene00020297	48	11	21	20	32	7	11	3
WBGene00020296	521	4	7	3	5	1	1	1
WBGene00001666	10	1	4	3	3	1	1	2
WBGene00002187	15	5	8	13	11	1	3	4
WBGene00219270	25	14	64	39	85	21	22	35
WBGene00165558	3	1	5	3	3	1	1	1
WBGene00020299	23	4	3	10	9	2	3	1
WBGene00001332	15	1	4	10	11	1	3	1
WBGene00000913	101	33	25	24	40	7	13	7
WBGene00022046	51	21	20	13	23	6	8	7
WBGene00022047	18	6	4	5	6	1	2	1
WBGene00002041	13	4	12	4	9	1	3	2
WBGene00022045	3	5	5	4	2	1	1	1
WBGene00022044	3	2	1	1	2	1	1	1
WBGene00235263	3	1	1	1	6	1	1	1
WBGene00235264	13	1	4	1	3	1	1	1
WBGene00019772	5	1	1	1	2	1	1	1
WBGene00019773	23	3	5	4	3	1	1	1
WBGene00019774	10	2	3	1	5	1	1	1
WBGene00220031	3	1	1	1	2	1	1	1
WBGene00235265	3	1	1	3	2	1	1	1
WBGene00021011	61	5	13	13	11	1	2	1
WBGene00021012	66	4	3	5	5	1	1	1
WBGene00000213	18	6	5	5	5	1	1	1
WBGene00201763	30	8	4	8	5	2	2	2
WBGene00021010	28	2	1	3	2	1	1	1
WBGene00021013	3	1	1	1	2	1	1	1
WBGene00001625	10	1	1	3	2	1	1	1
WBGene00017276	3	1	1	1	2	1	1	1
WBGene00199193	3	1	1	1	2	1	1	1
WBGene00018924	8	4	1	4	2	1	1	1
WBGene00200779	3	1	4	1	2	1	1	1
WBGene00201760	3	1	1	1	2	1	1	1
WBGene00198589	3	1	1	1	2	1	1	1
WBGene00195964	5	1	1	1	3	1	1	1
WBGene00001165	5	1	1	4	5	1	1	1
WBGene00197598	5	1	10	6	3	1	1	1
WBGene00197815	3	1	1	3	2	1	2	1
WBGene00018927	5	1	1	1	2	1	1	1
WBGene00219978	3	1	1	1	2	1	1	1
WBGene00018925	15	7	5	1	5	1	1	1
WBGene00001579	33	6	7	8	11	3	4	2
WBGene00018926	33	6	7	10	17	4	1	3
WBGene00189987	30	28	10	11	5	9	7	4
WBGene00015995	3	1	1	1	2	1	1	1
WBGene00015996	13	1	5	3	2	1	1	1
WBGene00015994	3	2	3	1	2	1	1	1
WBGene00199836	3	1	1	1	2	1	1	1
WBGene00015997	8	1	3	3	2	1	1	1
WBGene00044457	10	1	3	3	3	1	1	1
WBGene00015998	8	1	1	1	2	1	1	1
WBGene00015999	13	1	1	1	2	1	1	1
WBGene00000676	10	2	1	1	6	1	1	1
WBGene00199072	18	1	1	3	3	1	1	1
WBGene00002140	10	1	1	3	2	1	1	1
WBGene00015993	5	2	4	4	2	1	1	1
WBGene00022911	5	1	1	3	2	1	1	1
WBGene00200850	1775	1	9	14	6	1	1	1
WBGene00200054	5895	2064	415	353	380	106	82	119
WBGene00194995	3	8	1	5	3	1	1	1
WBGene00015497	15	2	1	3	5	1	1	1
WBGene00019665	35	5	5	4	6	3	3	2
WBGene00196668	3	1	1	1	2	1	1	1
WBGene00019658	5	1	1	1	3	1	1	2
WBGene00004427	40	24	18	8	19	9	8	8
WBGene00044948	8	3	1	1	2	1	1	1
WBGene00045051	3	1	1	3	2	1	1	1
WBGene00019664	13	2	10	10	5	1	1	1
WBGene00023106	3	1	1	3	2	1	1	1
WBGene00019663	3	1	3	3	3	1	1	1
WBGene00019662	5	1	1	1	2	1	1	1
WBGene00044723	5	1	1	3	2	1	1	1
WBGene00019659	8	2	1	4	2	1	1	1
WBGene00019660	8	1	3	3	2	1	1	1
WBGene00044458	3	1	3	3	2	1	1	1
WBGene00019661	10	1	3	3	5	1	1	1
WBGene00195864	25	4	3	1	2	1	1	1
WBGene00023038	3	1	1	1	2	1	1	1
WBGene00018256	8	1	4	3	5	1	1	1
WBGene00235287	5	2	3	1	2	5	1	1
WBGene00021950	18	2	3	4	5	1	1	1
WBGene00021949	13	1	5	3	6	1	1	1
WBGene00044460	10	1	3	3	3	1	1	2
WBGene00044459	10	1	1	1	2	1	1	1
WBGene00021951	3	1	1	1	5	1	1	1
WBGene00168241	3	1	1	1	2	1	1	1
WBGene00219763	3	1	1	1	3	1	1	1
WBGene00197624	3	1	3	1	2	1	1	1
WBGene00021948	83	6	10	14	8	2	1	1
WBGene00196878	5	1	4	6	5	1	1	1
WBGene00194844	10	1	7	1	2	1	1	1
WBGene00021947	10	2	5	1	5	1	1	1
WBGene00001788	15	8	3	1	3	2	1	1
WBGene00000677	40	10	5	3	8	2	2	3
WBGene00018928	15	6	5	3	5	1	1	1
WBGene00018929	15	6	4	4	5	2	1	1
WBGene00018933	33	12	5	4	5	1	4	2
WBGene00018932	18	5	5	3	12	1	1	1
WBGene00018931	20	3	4	4	6	1	1	1
WBGene00199691	3	1	1	4	2	1	1	2
WBGene00004824	28	2	4	3	2	1	1	1
WBGene00197041	3	1	3	3	2	1	1	1
WBGene00200616	3	3	4	3	3	1	3	1
WBGene00018930	23	7	13	8	15	4	3	3
WBGene00018935	8	3	3	1	3	1	1	1
WBGene00018934	23	3	4	3	5	1	1	1
WBGene00001154	10	2	5	3	5	1	1	1
WBGene00220182	3	1	1	1	2	1	1	1
WBGene00021935	23	1	3	6	2	1	1	1
WBGene00185088	13	2	1	3	3	1	2	1
WBGene00235283	5	1	3	1	2	1	1	1
WBGene00021936	15	5	4	8	5	1	3	1
WBGene00220183	3	1	1	1	2	1	1	1
WBGene00199601	3	1	5	1	2	1	1	1
WBGene00202216	3	1	1	3	2	1	1	1
WBGene00021942	5	7	8	5	9	2	4	2
WBGene00044742	25	4	5	5	12	1	1	4
WBGene00021943	10	2	4	5	6	1	3	1
WBGene00201199	109	2	1	4	2	1	1	1
WBGene00023184	3	1	1	1	2	1	1	1
WBGene00021941	5	1	1	3	2	1	1	1
WBGene00021945	15	3	4	4	2	1	1	1
WBGene00044757	5	1	1	4	2	1	1	1
WBGene00021939	78	11	17	19	31	4	1	2
WBGene00195533	5	1	1	4	2	1	1	1
WBGene00023183	15	4	9	13	8	1	3	2
WBGene00201671	18386	3788	5454	4676	6343	1149	638	755
WBGene00021938	81	8	5	8	12	1	2	1
WBGene00196995	3	1	5	1	3	1	1	1
WBGene00196058	3	1	1	1	2	1	3	1
WBGene00007007	40	11	5	5	5	1	1	2
WBGene00016649	13	11	10	16	11	3	1	4
WBGene00045301	23	6	5	11	14	4	4	1
WBGene00016648	13	11	9	16	14	4	3	4
WBGene00045300	23	6	5	13	14	4	4	1
WBGene00016647	13	11	9	16	14	4	3	4
WBGene00045299	23	6	5	13	14	4	4	1
WBGene00016646	13	11	10	16	11	3	1	4
WBGene00045298	23	7	7	13	14	4	4	1
WBGene00019073	13	11	9	16	14	4	3	4
WBGene00019072	28	6	7	11	12	4	4	1
WBGene00019070	15	1	3	1	2	1	1	1
WBGene00019069	18	1	3	4	6	2	1	1
WBGene00196404	3	1	1	1	2	1	1	1
WBGene00199590	3	1	1	3	5	1	1	1
WBGene00019067	8	6	9	20	14	4	4	3
WBGene00019068	20	1	10	15	9	1	1	1
WBGene00004047	78	14	18	14	19	1	5	4
WBGene00043705	10	1	3	6	2	1	1	1
WBGene00220181	3	1	1	3	2	1	1	1
WBGene00021924	40	16	22	23	12	5	3	2
WBGene00021923	20	6	25	35	32	5	5	2
WBGene00021925	10	1	3	3	2	1	1	1
WBGene00021926	10	7	3	3	2	1	1	1
WBGene00021922	25	9	13	4	6	2	3	3
WBGene00021921	20	9	3	6	11	2	1	2
WBGene00194825	3	1	1	1	2	1	1	1
WBGene00194822	3	1	1	1	2	1	1	1
WBGene00194823	3	1	1	1	2	1	1	1
WBGene00194824	3	1	1	1	2	1	1	1
WBGene00194826	3	1	1	1	2	1	1	1
WBGene00021927	8	1	1	1	3	1	1	1
WBGene00219762	3	1	3	1	2	1	1	1
WBGene00021928	3	2	3	1	2	1	1	1
WBGene00005903	8	4	4	9	6	3	1	3
WBGene00219399	10	2	3	9	3	1	1	1
WBGene00021929	33	2	7	3	6	1	3	1
WBGene00021930	8	14	1	3	2	1	1	2
WBGene00021920	8	6	4	1	3	1	1	1
WBGene00021931	25	3	8	6	5	1	1	1
WBGene00000816	25	2	5	4	3	1	1	1
WBGene00021934	33	6	4	9	9	2	3	3
WBGene00196098	3	1	1	1	2	1	1	1
WBGene00021933	5	2	1	6	2	3	1	1
WBGene00021932	3	1	3	1	3	1	1	1
WBGene00044462	5	1	4	1	2	1	1	1
WBGene00016637	5	1	1	3	3	1	1	1
WBGene00003893	33	10	14	14	17	6	7	4
WBGene00005905	5	1	1	3	2	1	1	1
WBGene00005904	23	7	1	3	3	1	1	1
WBGene00202064	5	1	1	1	3	1	1	1
WBGene00016638	78	14	10	26	22	6	7	8
WBGene00016636	15	2	3	4	5	1	3	1
WBGene00016639	8	1	5	5	5	1	1	1
WBGene00199664	3	1	1	1	2	1	1	1
WBGene00200465	3	1	1	1	2	1	1	1
WBGene00023256	5	1	1	1	2	1	1	1
WBGene00016797	10	3	13	10	8	1	1	1
WBGene00023257	3	1	1	1	2	1	1	1
WBGene00016798	3	1	1	3	2	1	1	1
WBGene00219437	3	1	1	1	3	1	1	1
WBGene00016796	10	4	4	6	11	2	2	1
WBGene00198147	10	1	7	3	3	1	1	1
WBGene00198949	3	1	1	1	2	1	1	1
WBGene00022426	3	1	3	3	5	1	1	1
WBGene00022428	8	1	3	4	3	1	1	1
WBGene00198533	3	1	7	5	5	4	2	1
WBGene00197287	3	1	7	8	5	1	1	1
WBGene00007020	5	1	1	3	2	1	1	1
WBGene00196875	3	1	1	3	3	1	1	1
WBGene00022427	1476	12	60	78	46	3	3	4
WBGene00196976	3	1	1	1	2	1	1	1
WBGene00202019	3	1	1	3	2	1	1	1
WBGene00001104	28	14	13	15	19	7	6	8
WBGene00023163	18	4	4	5	8	3	1	3
WBGene00001103	13	5	5	3	12	4	2	1
WBGene00021123	8	1	1	3	2	1	1	1
WBGene00044463	5	1	1	1	2	1	1	1
WBGene00021122	38	31	196	143	277	84	84	105
WBGene00021121	15	4	4	5	8	4	1	1
WBGene00021120	5	1	5	1	5	1	1	2
WBGene00009521	38	3	8	6	6	1	2	1
WBGene00044908	8	2	3	4	2	1	1	1
WBGene00009522	15	1	3	4	2	1	1	1
WBGene00009523	3	1	1	3	5	1	1	1
WBGene00009524	8	3	4	3	3	1	1	1
WBGene00009518	20	1	5	1	5	1	1	1
WBGene00009519	10	1	5	3	3	1	1	1
WBGene00045003	3	1	1	1	2	1	1	1
WBGene00009517	3	1	3	1	3	1	1	1
WBGene00009520	20	2	8	11	6	1	1	4
WBGene00045037	3	1	1	1	2	1	1	1
WBGene00009526	8	1	3	1	2	1	1	1
WBGene00009525	3	1	3	1	2	1	1	1
WBGene00009515	10	1	3	1	5	1	1	3
WBGene00007476	5	2	4	3	2	1	1	1
WBGene00022425	96	10	9	10	14	4	4	3
WBGene00018776	88	14	37	35	40	4	5	7
WBGene00018778	53	16	20	19	14	4	9	6
WBGene00018777	10	9	5	6	17	1	1	1
WBGene00023291	5	2	4	1	2	1	1	1
WBGene00019054	3	1	3	4	5	1	1	1
WBGene00019053	3	1	3	3	2	1	1	1
WBGene00004338	8	4	3	5	8	1	1	1
WBGene00000678	30	2	5	3	2	1	1	1
WBGene00023304	5	1	1	1	2	1	1	1
WBGene00166535	3	1	1	1	2	1	1	1
WBGene00000679	281	3	4	9	11	1	1	1
WBGene00200943	3	1	1	1	2	1	1	1
WBGene00023305	3	1	1	1	2	1	1	1
WBGene00199889	5	2	4	1	5	1	1	1
WBGene00019052	8	4	7	6	5	2	3	2
WBGene00219265	3	1	4	5	2	1	1	3
WBGene00023397	20	1	5	6	6	2	2	3
WBGene00022423	15	4	7	8	3	1	2	4
WBGene00023202	5	4	1	3	2	1	1	3
WBGene00198926	3	1	1	1	3	1	1	1
WBGene00022314	3	1	3	1	2	1	1	1
WBGene00023392	3	1	3	3	2	1	1	1
WBGene00022309	5	1	1	1	2	1	1	1
WBGene00022310	20	4	5	9	3	2	1	1
WBGene00199927	3	1	1	3	2	1	1	1
WBGene00002180	3	1	1	1	5	1	1	1
WBGene00022311	18	2	5	4	5	1	1	1
WBGene00022312	8	2	5	5	11	1	1	1
WBGene00235266	417	1	1	14	6	1	1	1
WBGene00235267	10	2	1	3	3	1	1	1
WBGene00000546	35	2	3	6	9	2	1	1
WBGene00000547	23	3	12	15	9	4	5	1
WBGene00022308	8	1	1	1	5	1	1	1
WBGene00022307	25	12	7	3	6	1	1	6
WBGene00000680	106	75	23	10	31	8	9	6
WBGene00022313	13	2	3	9	3	1	1	1
WBGene00023393	5	1	1	1	2	1	1	1
WBGene00220213	8	1	1	3	3	1	1	1
WBGene00023394	3	1	3	1	2	1	1	1
WBGene00044464	5	2	3	1	2	1	1	1
WBGene00199030	3	1	1	1	2	1	1	1
WBGene00003806	8	4	3	3	2	1	1	1
WBGene00022306	10	6	10	4	9	1	1	1
WBGene00198503	3	1	1	1	2	1	1	1
WBGene00019368	5	2	1	1	2	1	1	1
WBGene00023094	3	1	1	1	2	1	1	1
WBGene00197920	10	2	3	1	3	1	1	1
WBGene00195475	3	1	1	1	5	1	1	1
WBGene00044719	3	1	1	1	2	1	1	1
WBGene00019369	3	1	1	3	3	1	1	1
WBGene00019367	5	1	3	5	3	1	1	4
WBGene00019370	13	2	8	9	15	1	1	1
WBGene00195474	3	1	1	1	2	1	1	1
WBGene00201161	3	1	1	1	2	2	1	1
WBGene00016427	18	2	5	4	5	1	1	1
WBGene00000681	10	2	7	11	8	1	1	1
WBGene00044073	76	7	14	28	19	6	1	4
WBGene00016425	53	10	10	9	22	9	7	7
WBGene00016424	121	6	17	28	15	4	5	3
WBGene00021520	63	21	38	24	36	10	9	8
WBGene00021519	33	7	22	18	14	6	2	6
WBGene00021518	56	26	39	14	25	13	5	6
WBGene00021517	96	22	35	28	29	9	6	6
WBGene00003794	71	23	22	26	25	4	11	6
WBGene00220152	3	2	1	1	2	1	1	1
WBGene00220153	3	1	1	1	3	1	2	1
WBGene00021516	119	22	110	89	91	31	25	33
WBGene00000416	10	5	3	9	3	1	1	3
WBGene00021515	3	1	3	3	3	1	1	1
WBGene00021514	8	2	5	4	5	1	1	1
WBGene00001105	8	4	4	1	2	1	1	2
WBGene00003712	5	2	4	3	2	1	1	1
WBGene00021521	13	3	4	8	8	1	3	3
WBGene00003682	15	3	13	23	19	4	1	7
WBGene00003677	15	2	4	8	8	2	1	3
WBGene00045255	15	2	7	6	6	3	2	1
WBGene00202209	3	1	1	1	2	1	1	1
WBGene00199574	5	1	1	3	2	1	1	2
WBGene00219752	5	2	1	3	3	1	1	1
WBGene00021525	3	2	1	3	2	1	1	2
WBGene00021513	10	2	4	4	6	1	1	1
WBGene00021522	5	2	4	3	5	1	1	2
WBGene00003297	3	1	1	1	3	1	1	1
WBGene00220154	3	1	1	1	2	1	1	1
WBGene00004497	10	3	7	8	2	2	1	1
WBGene00021512	20	12	9	11	22	6	3	7
WBGene00220155	3	1	1	1	2	1	1	1
WBGene00021511	13	1	3	3	2	1	1	1
WBGene00021524	5	1	3	4	2	1	1	1
WBGene00200640	3	1	1	1	2	1	1	1
WBGene00197111	3	1	1	1	2	1	1	1
WBGene00044618	5	1	4	3	2	1	1	1
WBGene00019538	15	2	1	1	3	1	1	1
WBGene00003947	46	16	12	14	14	4	9	4
WBGene00019537	40	12	10	3	11	1	2	1
WBGene00019536	38	1	3	6	3	1	1	1
WBGene00019540	73	14	61	83	131	14	31	36
WBGene00044293	10	7	3	6	5	1	1	1
WBGene00195004	35	4	5	13	12	4	3	7
WBGene00021507	15	7	10	6	6	3	1	2
WBGene00021508	15	3	1	8	8	2	2	1
WBGene00021506	25	12	8	6	17	2	3	3
WBGene00021509	18	7	7	10	6	7	1	2
WBGene00021505	43	7	10	15	17	4	3	3
WBGene00000682	15	2	3	3	2	1	1	1
WBGene00021504	10	2	1	4	3	1	1	1
WBGene00021510	10	1	4	3	5	1	1	1
WBGene00198094	3	1	1	3	2	1	1	1
WBGene00021410	8	1	9	10	6	1	1	1
WBGene00004913	5	1	3	1	6	1	1	2
WBGene00000683	18	1	1	3	2	1	1	1
WBGene00195012	3	1	1	1	2	1	1	1
WBGene00000553	10	1	3	3	2	1	1	1
WBGene00019462	48	1	3	5	3	1	2	1
WBGene00197160	3	1	1	1	2	1	1	1
WBGene00198204	5	1	4	3	5	1	1	1
WBGene00001173	1049	24	107	217	142	10	7	6
WBGene00201394	5	1	3	10	6	2	2	3
WBGene00001186	23	11	3	5	8	1	3	3
WBGene00198086	3	1	4	3	3	1	1	2
WBGene00195510	15	1	5	4	3	1	3	3
WBGene00196527	5	1	3	5	3	1	1	1
WBGene00001253	10	2	1	3	3	2	1	1
WBGene00018681	38	9	14	15	19	3	4	1
WBGene00018680	35	4	8	9	3	1	1	1
WBGene00018679	13	5	5	8	8	1	3	2
WBGene00138717	3	2	3	6	3	1	1	1
WBGene00018678	15	5	4	5	8	2	1	1
WBGene00006738	3	3	4	5	2	1	1	1
WBGene00021655	13	6	12	14	9	1	1	2
WBGene00044466	8	2	3	1	2	1	1	2
WBGene00022298	10	4	3	6	6	4	3	1
WBGene00022297	8	3	5	4	3	1	1	1
WBGene00022302	3	3	5	3	6	1	2	1
WBGene00022300	25	9	9	5	12	3	3	6
WBGene00220211	3	1	1	1	2	1	1	1
WBGene00022296	51	11	14	9	9	2	4	2
WBGene00022301	35	9	16	20	8	6	7	2
WBGene00022303	3	3	1	1	3	1	1	1
WBGene00022295	23	9	12	11	14	2	2	3
WBGene00201141	5	1	3	3	2	1	2	2
WBGene00044467	3	1	4	3	5	1	1	2
WBGene00019874	10	1	3	3	6	1	1	1
WBGene00019873	23	2	4	9	2	1	1	1
WBGene00255572	3	1	1	1	2	1	1	1
WBGene00202224	5	1	3	1	2	1	1	1
WBGene00019875	40	7	8	6	5	1	2	4
WBGene00044649	8	1	1	4	3	1	1	1
WBGene00023241	3	1	4	4	11	3	3	4
WBGene00023240	3	1	3	5	3	1	1	1
WBGene00023242	3	1	5	5	5	1	2	1
WBGene00022940	3	1	1	1	2	1	1	1
WBGene00219423	18	2	3	3	5	1	1	1
WBGene00000487	23	1	5	4	2	1	1	1
WBGene00016027	5	2	3	3	2	1	1	1
WBGene00016025	5	1	1	3	2	1	1	1
WBGene00200043	3	1	1	1	2	1	1	1
WBGene00016024	13	3	1	1	2	1	1	1
WBGene00001729	5	1	3	3	3	1	1	1
WBGene00199050	3	1	1	1	2	1	1	1
WBGene00016023	5	1	3	14	17	1	1	1
WBGene00077523	3	1	3	1	3	1	1	1
WBGene00016918	38	6	8	8	12	5	1	1
WBGene00235274	13	5	14	14	20	5	5	6
WBGene00016920	18	1	1	3	3	1	1	1
WBGene00001557	10	2	4	1	8	1	1	1
WBGene00219665	3	1	1	3	2	1	1	1
WBGene00016919	8	1	3	1	2	1	1	1
WBGene00195956	3	1	3	1	2	1	1	1
WBGene00201637	3	1	1	1	2	1	1	1
WBGene00016917	3	4	3	1	8	1	1	2
WBGene00198825	3	1	3	1	2	1	1	1
WBGene00202203	3	1	1	1	2	1	1	1
WBGene00201391	3	1	1	1	2	1	1	1
WBGene00022134	20	11	9	10	15	4	9	2
WBGene00220196	3	1	1	1	2	1	1	1
WBGene00044650	20	2	4	5	3	1	2	1
WBGene00235277	13	2	5	5	9	1	1	1
WBGene00020208	20	6	20	23	32	6	7	6
WBGene00202285	13	2	9	9	6	1	3	2
WBGene00019785	20	3	5	4	3	1	1	2
WBGene00019784	3	1	1	5	2	1	1	1
WBGene00019783	18	2	4	1	2	1	1	1
WBGene00019786	25	2	8	4	14	1	1	2
WBGene00201529	5	2	9	10	6	2	2	1
WBGene00196218	5	2	13	9	12	5	4	2
WBGene00195460	3	1	1	3	2	1	1	1
WBGene00198288	8	4	12	3	9	1	7	1
WBGene00200246	3	1	1	1	3	1	1	1
WBGene00199490	3	1	3	1	3	1	2	1
WBGene00202308	3	1	1	1	2	1	1	1
WBGene00200102	3	1	1	1	2	1	1	2
WBGene00019787	15	1	3	3	3	2	2	1
WBGene00002990	30	9	5	11	15	1	1	1
WBGene00199100	3	1	1	1	2	1	1	1
WBGene00021416	20	2	1	4	3	1	1	1
WBGene00006920	8	10	5	5	5	2	1	1
WBGene00201693	10	1	3	4	3	1	1	3
WBGene00006912	43	5	3	5	9	5	3	6
WBGene00198080	3	2	1	1	2	1	1	2
WBGene00200681	5	1	1	3	2	1	1	2
WBGene00219413	3	1	1	1	2	1	1	1
WBGene00165356	10	2	5	1	3	1	1	1
WBGene00021415	8	2	1	6	3	1	2	1
WBGene00021417	13	6	4	4	5	1	1	2
WBGene00021418	8	1	1	1	2	1	1	1
WBGene00021425	13	3	3	5	8	1	1	2
WBGene00021423	25	9	17	10	15	1	3	2
WBGene00021421	23	1	4	6	12	1	1	1
WBGene00021427	10	1	3	1	2	1	1	2
WBGene00168399	407	168	111	104	90	58	60	74
WBGene00197069	5	3	1	1	2	1	1	2
